agent_name,ability_used,match_map,title,link
skye,Guiding Light,split,Screens To A Site Guiding Light ,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-def-asite-screens-guidinglight.mp4
,,,,
skye,Guiding Light,split,Market Pop Guiding Light For Ropes,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-atk-ropes-market-guidinglight.mp4
,,,,
skye,Guiding Light,split,B Alley To B Site Guiding Light                                                                                                                                                                                              ,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-defatk-bsite-balley-guidinglight.mp4
,,,,
skye,Guiding Light,split,B Lobby To B Site Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-atk-bsite-blobby-guidinglight.mp4
,,,,
skye,Guiding Light,split,B Lobby To Middle Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-atk-middle-blobby-guidinglight.mp4
,,,,
skye,Guiding Light,split,Attacking Spawn To Middle Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-atk-middle-atkspawn-guidinglight.mp4
,,,,
skye,Guiding Light,split,A Lobby To A Ramp Pop Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-atk-aramp-alobby-guidinglight.mp4
,,,,
skye,Guiding Light,split,A Main To A Site Guiding Light ,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-atk-asite-amain-guidinglight.mp4
,,,,
skye,Guiding Light,split,B Site To B Main Pop Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-def-bsite-bmain-guidinglight.mp4
,,,,
skye,Guiding Light,split,A Ramp To Bottom Mid Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-def-bottommid-aramp-guidinglight.mp4
,,,,
reyna,Leer,ascent,A Tree to A Site Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(20)reyna-ascent-both-asite-atree-leer.mp4
,,,,
reyna,Leer,ascent,B Tiles to Mid Courtyard Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(19)reyna-ascent-atk-midcourtyard-btiles-leer.mp4
,,,,
reyna,Leer,ascent,A Window to A Rafter Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(18)reyna-ascent-both-arafters-awindow-leer.mp4
,,,,
reyna,Leer,ascent,A Rafter to A Site Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(17)reyna-ascent-def-asite-arafters-leer.mp4
,,,,
reyna,Leer,ascent,A Site to A Main Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(16)reyna-ascent-def-amain-asite-leer.mp4
,,,,
reyna,Leer,ascent,A Rafter to A Under Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(15)reyna-ascent-def-arafters-arafters-leer.mp4
,,,,
reyna,Leer,ascent,A Tree to Mid Catwalk Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(14)reyna-ascent-def-midcatwalk-atree-leer.mp4
,,,,
reyna,Leer,ascent,A Main to A Site Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(13)reyna-ascent-atk-asite-amain-leer.mp4
,,,,
reyna,Leer,ascent,A Wine to A Main Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(12)reyna-ascent-def-amain-awine-leer.mp4
,,,,
reyna,Leer,ascent,A Lobby to A Main Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(11)reyna-ascent-atk-amain-alobby-leer.mp4
,,,,
reyna,Leer,ascent,Mid Courtyard to Mid Bottom Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(10)reyna-ascent-atk-midbottom-midcourtyard-leer.mp4
,,,,
reyna,Leer,ascent,Defender Spawn to B Site Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(9)reyna-ascent-def-bsite-ctspawn-leer.mp4
,,,,
reyna,Leer,ascent,B Main to B Site Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(8)reyna-ascent-atk-bsite-bmain-leer.mp4
,,,,
reyna,Leer,ascent,B Lobby to B Main Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(7)reyna-ascent-atk-bmain-blobby-leer.mp4
,,,,
reyna,Leer,ascent,B Switch to B Site Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(6)reyna-ascent-both-bsite-bswitch-leer.mp4
,,,,
reyna,Leer,ascent,Boathouse to B Site Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(5)reyna-ascent-both-bsite-bboathouse-leer.mp4
,,,,
reyna,Leer,ascent,Defender Spawn to Mid Market Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(4)reyna-ascent-def-midmarket-ctspawn-leer.mp4
,,,,
reyna,Leer,ascent,B Market to Mid Courtyard Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(3)reyna-ascent-def-midcourtyard-bmarket-leer.mp4
,,,,
reyna,Leer,ascent,B Market to B Site Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(2)reyna-ascent-def-bsite-bmarket-leer.mp4
,,,,
reyna,Leer,ascent,B Site to B Main Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/(1)reyna-ascent-def-bmain-bsite-leer.mp4
,,,,
skye,Guiding Light,split,Screens To A Site Guiding Light ,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-def-asite-screens-guidinglight.mp4
,,,,
skye,Guiding Light,split,Market Pop Guiding Light For Ropes,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-atk-ropes-market-guidinglight.mp4
,,,,
skye,Guiding Light,split,B Alley To B Site Guiding Light                                                                                                                                                                                              ,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-defatk-bsite-balley-guidinglight.mp4
,,,,
skye,Guiding Light,split,B Lobby To B Site Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-atk-bsite-blobby-guidinglight.mp4
,,,,
skye,Guiding Light,split,B Lobby To Middle Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-atk-middle-blobby-guidinglight.mp4
,,,,
skye,Guiding Light,split,Attacking Spawn To Middle Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-atk-middle-atkspawn-guidinglight.mp4
,,,,
skye,Guiding Light,split,A Lobby To A Ramp Pop Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-atk-aramp-alobby-guidinglight.mp4
,,,,
skye,Guiding Light,split,A Main To A Site Guiding Light ,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-atk-asite-amain-guidinglight.mp4
,,,,
skye,Guiding Light,split,B Site To B Main Pop Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-def-bsite-bmain-guidinglight.mp4
,,,,
skye,Guiding Light,split,A Ramp To Bottom Mid Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-split-def-bottommid-aramp-guidinglight.mp4
,,,,
raze,Boom Bot,haven,C Site Default To C Long Cubby Boom Bot,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-haven-def-ccubby-backcsitedefault-boombot.mp4
,,,,
raze,Boom Bot,haven,C Long Cubby To Back C Site Boom Bot,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-haven-atk-backcsitedefault-ccubby-boombot.mp4
,,,,
raze,Boom Bot,haven,Attacker Side Grass To Garage Boom Bot,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-haven-atk-garage-attackersidegrass-boomboot.mp4
,,,,
raze,Blast Pack,haven,Top A Long To Bottom A Long Double Blast Pack,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-haven-atk-bottomalong-topalonog-blastpack.mp4
,,,,
raze,,haven,A Tower To Front Default Paintshells,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-haven-frontasitedefault-atower-paintshells.mp4
,,,,
raze,,haven,B Back To Front Left B Site Paintshells,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-haven-both-frontleftbsite-bback-paintshells.mp4
,,,,
raze,,haven,B Back To Front Right B Site Paintshells,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-haven-both-frontrightbsite-bback-paintshells.mp4
,,,,
raze,,haven,A Link To Front A Site Default Paintshells,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-haven-def-frontasite-alink-paintshells.mp4
,,,,
raze,Blast Pack,haven,A Tower To A Short Double Blast Pack,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-haven-def-ashort-atower-blastpack.mp4
,,,,
raze,,icebox,B Kitchen To Attacker B Tube Entrance,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-icebox-def-midbluebtubeentrance-kitchen-paintshells.mp4
,,,,
raze,,icebox,Mid Blue To Mid Boiler Paintshells,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-icebox-atk-midboiler-midblue-paintshells.mp4
,,,,
raze,Blast Pack,icebox,Mid Boiler To Top B Tube Double Blast Pack,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-icebox-def-topbtube-midboiler-blastpack.mp4
,,,,
raze,,icebox,Uncommon B Kitchen Vending Machine Boost,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-icebox-def-kitchen-kitchen-blastpack.mp4
,,,,
raze,Blast Pack,icebox,A Catwalk To A Site%2FNest Zipline Single Blast Pack,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-icebox-both-asiteandnestzipline-arafters-blastpack.mp4
,,,,
raze,Boom Bot,icebox,Unexpected Quick Boom Bot For Mid Boiler From Mid,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-icebox-atk-midboiler-midboiler-boombot.mp4
,,,,
raze,,icebox, Back Right A Site To Top Left A Nest Paintshells,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-icebox-def-topleftanest-rightasite-paintshells.mp4
,,,,
raze,Boom Bot,icebox,Unexpected Boom Bot For Attackers Pushing Into Front A Site,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-icebox-def-anest-asite-boombot.mp4
,,,,
raze,Blast Pack,icebox,B Site Tower To B Kitchen Double Blast Pack,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-icebox-both-kitchen-topbtower-blastpack.mp4
,,,,
raze,Blast Pack,icebox,Mid Blue To Top Of B Tube Double Blast Pack,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-icebox-atk-topbtube-rightmidblue-blastpack.mp4
,,,,
raze,Blast Pack,icebox,A Site Tower To A Nest Tower Double Blast Pack,https://blitz-cdn-videos.blitz.gg/valorant/guides/raze-icebox-both-anesttower-asitetower-blastpack.mp4
,,,,
sova,Shock Bolt,bind,Defender Spawn to B Site Shock Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/(11)sova-bind-def-bsite-ctspawn-shockdart.mp4
,,,,
sova,Shock Bolt,bind,B Hookah to B Cubby Shock Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/(10)sova-bind-both-bcubby-bhookah-shockdart.mp4
,,,,
sova,,bind,A Lobby to A Tetris,https://blitz-cdn-videos.blitz.gg/valorant/guides/(9)sova-bind-atk-atetris-alobby-shockdart.mp4
,,,,
sova,Shock Bolt,bind,A Showers to A Tetris Shock Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/(8)sova-bind-atk-atetris-ashowers-shockdart.mp4
,,,,
sova,,bind,A Showers to A Site,https://blitz-cdn-videos.blitz.gg/valorant/guides/(7)sova-bind-atk-adefault-ashowers-shockdart.mp4
,,,,
sova,Shock Bolt,bind,A Lobby to A Site Shock Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/(6)sova-bind-atk-adefault-alobby-shockdart.mp4
,,,,
sova,Shock Bolt,bind,B Long to B Site Shock Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/(5)sova-bind-atk-bdefault-blong-shockdart.mp4
,,,,
sova,Shock Bolt,bind,B Site to A Site Shock Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/(4)sova-def-bind-adefault-bsite-shockdart.mp4
,,,,
sova,Shock Bolt,bind,B Elbow to B Site Shock Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/(3)sova-bind-both-bdefault-belbow-shockdart.mp4
,,,,
sova,Shock Bolt,bind,A Pipes to A Site Shock Bolt,https://blitz-cdn-videos.blitz.gg/valorant/guides/(1)sova-bind-def-adefault-ctspawn-shockdart.mp4
,,,,
skye,Guiding Light,haven,Quick C Long To Right Side C Site Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-both-csite-clong-guidinglight.mp4
,,,,
skye,Guiding Light,haven,Anti-Push Garage Window To Garage Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-def-cgarage-cwindow-guidinglight.mp4
,,,,
skye,Flash,haven,Grass To C Long Guiding Light To Flash Right C Site,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-atk-csite-middoors-guidinglight.mp4
,,,,
skye,,haven,Safe A Garden To Mid Courtyard ,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-atk-midcourtyard-agarden-guidinglight.mp4
,,,,
skye,Guiding Light,haven, A Long To Close Right A Site Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-atk-asite-along-guidinglight.mp4
,,,,
skye,Guiding Light,haven,A Long To A Site Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-atk-ashort-along-guidinglight.mp4
,,,,
skye,Guiding Light,haven,C Long Cubby To Close Right C Site Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-atk-along-agarden-guidinglight.mp4
,,,,
skye,Flash,haven,C Long Cubby Guiding Light To Flash Right Side C Site,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-atk-csite-ccubby-guidingllight.mp4
,,,,
skye,Flash,haven,Grass Support%2FInfo Flash Into Garage,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-atk-cgarage-middoors-guidinglight.mp4
,,,,
skye,Guiding Light,haven,A Link To Front B Site Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-def-bsite-alink-guidinglight.mp4
,,,,
skye,Guiding Light,haven,C Link To Front B Site Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-both-asite-clink-guidinglight.mp4
,,,,
skye,Guiding Light,haven,Right A Site To A Sewer Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-def-asewer-asite-guidinglight.mp4
,,,,
skye,Flash,haven,A Tower Guiding Light To Flash Under A Tower%2FA Site,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-def-underaheaven-aheaven-guidinglight.mp4
,,,,
skye,Guiding Light,haven,A Link Guiding Light To Under A Tower ,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-def-underaheaven-alink-guidinglight.mp4
,,,,
skye,Guiding Light,haven,A Link Guiding Light To Retake A Site  ,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-haven-def-asite-alink-guidinglight.mp4
,,,,
skye,Guiding Light,bind,B Hookah To B Short Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-bind-def-bshort-bwindow-guidinglight.mp4
,,,,
skye,Guiding Light,bind,Back B Site To B Short Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-bind-def-bshort-bsite-guidinglight.mp4
,,,,
skye,Guiding Light,bind,CT Spawn To A Site Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-bind-def-asite-ctspawn-guidinglight.mp4
,,,,
skye,Trailblazer,bind,B Garden To A Showers Trailblazer,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-bind-def-ashowers-bgarden-trailblazer.mp4
,,,,
skye,Guiding Light,bind,A Site to A Short Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-bind-def-ashort-asite-guidinglight.mp4
,,,,
skye,Guiding Light,bind,B Short To B Hookah Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-bind-both-bwindow-bshort-guidinglight.mp4
,,,,
skye,Guiding Light,bind,B Short To B Site Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-bind-both-bsite-bshort-guidinglight.mp4
,,,,
skye,Guiding Light,bind,A Showers To A Site Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-bind-both-backasite-ashowers-guidinglight.mp4
,,,,
skye,Guiding Light,bind,A Lamps To Back A Site Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-bind-both-asite-alamps-guidinglight.mp4
,,,,
skye,Guiding Light,bind,A Short To A Lamps Guiding Light,https://blitz-cdn-videos.blitz.gg/valorant/guides/skye-bind-atk-auhaul-ashort-guidinglight.mp4
,,,,
reyna,Leer,icebox,B Window to B Snowpile Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/reyna-icebox-def-bwindow-bsnowpile-leer.mp4
,,,,
reyna,Leer,icebox,B Snowpile to B Orange Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/reyna-icebox-def-bsnowpile-borange-leer.mp4
,,,,
reyna,Leer,icebox,B Kitchen to Mid Blue Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/reyna-icebox-def-bkitchen-midboiler-leer.mp4
,,,,
reyna,Leer,icebox,B Kitchen to B Tube Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/reyna-icebox-def-bkitchen-btube-leer.mp4
,,,,
reyna,Leer,icebox,A Site Nest to A Pipes Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/reyna-icebox-def-asitenest-apipes-leer.mp4
,,,,
reyna,Leer,icebox,A Site to A Pipes Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/reyna-icebox-def-asite-apipes-leer.mp4
,,,,
reyna,Leer,icebox,B Tube to B Kitchen Leer,https://blitz-cdn-videos.blitz.gg/valorant/guides/reyna-icebox-atk-btube-bkitchen-leer.mp4
,,,,
phoenix,,icebox,B Green to B Site Hot Hands,https://blitz-cdn-videos.blitz.gg/valorant/guides/phoenix-icebox-atk-frontbsite-bgreen-hothands.mp4
,,,,
phoenix,,icebox,B Green to B Site Hot Hands,https://blitz-cdn-videos.blitz.gg/valorant/guides/phoenix-icebox-atk-frontbsite-bgreen-hothands.mp4
,,,,
jett,Updraft,icebox,Mid Blue Updraft,https://blitz-cdn-videos.blitz.gg/valorant/guides/jett-icebox-both-midblue-midblue-updraft.mp4
,,,,
jett,Cloudburst,icebox,B Site to B Tube Cloudburst,https://blitz-cdn-videos.blitz.gg/valorant/guides/jett-icebox-both-midblue-bsite-cloudburst.mp4
,,,,
cypher,Spycam,icebox,Defender Spawn Spycam,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-icebox-def-ctspawn-ctspawn-spycam.mp4
,,,,
cypher,Spycam,icebox,A Site to A Pipes Spycam,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-icebox-def-asite-apipes-spycam.mp4
,,,,
phoenix,,icebox,A Site to A Pipes Hot Hands,https://blitz-cdn-videos.blitz.gg/valorant/guides/(12)phoenix-icebox-def-midasite-asite-hothands.mp4
,,,,
cypher,Cyber Cage,icebox,A Rafters to A Screens Cyber Cage,https://blitz-cdn-videos.blitz.gg/valorant/guides/(12)cypher-icebox-both-ascreens-arafters-cybercage.mp4
,,,,
phoenix,,icebox,A Site to A Nest Hot Hands,https://blitz-cdn-videos.blitz.gg/valorant/guides/(11)phoenix-icebox-def-anest-asite-hothands.mp4
,,,,
jett,Cloudburst,icebox,A Site to A Pipes Cloudburst,https://blitz-cdn-videos.blitz.gg/valorant/guides/(11)jett-icebox-def-midasite-asite-cloudburst.mp4
,,,,
cypher,Cyber Cage,icebox,Mid Boiler to Mid Blue Cyber Cage,https://blitz-cdn-videos.blitz.gg/valorant/guides/(11)cypher-icebox-def-midblue-midboiler-cybercage.mp4
,,,,
phoenix,,icebox,A Site to A Nest Hot Hands,https://blitz-cdn-videos.blitz.gg/valorant/guides/(11)phoenix-icebox-def-anest-asite-hothands.mp4
,,,,
jett,Cloudburst,icebox,A Site to A Nest Cloudburst,https://blitz-cdn-videos.blitz.gg/valorant/guides/(10)jett-icebox-def-anest-asite-cloudburst.mp4
,,,,
cypher,Cyber Cage,icebox,B Kitchen Cyber Cage,https://blitz-cdn-videos.blitz.gg/valorant/guides/(10)cypher-icebox-def-bkitchen-bkitchen-cybercage.mp4
,,,,
phoenix,,icebox,A Nest to A Pipes Hot Hands,https://blitz-cdn-videos.blitz.gg/valorant/guides/(9)phoenix-icebox-atk-backapipes-anest-hothands.mp4
,,,,
jett,Cloudburst,icebox,Mid Boiler to Mid Blue Cloudburst,https://blitz-cdn-videos.blitz.gg/valorant/guides/(9)jett-icebox-def-midblue-midboiler-cloudburst.mp4
,,,,
cypher,Trapwire,icebox,B Kitchen Trapwire,https://blitz-cdn-videos.blitz.gg/valorant/guides/(9)cypher-icebox-def-bkitchen-bkitchen-trapwire.mp4
,,,,
phoenix,,icebox,B Green to B Yellow Hot Hands,https://blitz-cdn-videos.blitz.gg/valorant/guides/(8)phoenix-icebox-atk-byellow-bgreen-hothands.mp4
,,,,
jett,Cloudburst,icebox,B Kitchen Cloudburst,https://blitz-cdn-videos.blitz.gg/valorant/guides/(8)jett-icebox-def-bkitchen-bkitchen-cloudburst.mp4
,,,,
cypher,Trapwire,icebox,A Site to A Pipes Trapwire,https://blitz-cdn-videos.blitz.gg/valorant/guides/(8)cypher-icebox-def-apipes-asite-trapwire.mp4
,,,,
phoenix,Curveball,icebox,A Pipes to A Site Curveball,https://blitz-cdn-videos.blitz.gg/valorant/guides/(7)phoenix-icebox-atk-asite-apipes-curveball.mp4
,,,,
jett,Cloudburst,icebox,B Snowman to B Snowpile Cloudburst,https://blitz-cdn-videos.blitz.gg/valorant/guides/(7)jett-icebox-both-bsnowpile-bsnowman-cloudburst.mp4
,,,,
cypher,Trapwire,icebox,Generator to A Site Trapwire,https://blitz-cdn-videos.blitz.gg/valorant/guides/(7)cypher-icebox-def-asite-asite-trapwire.mp4
,,,,
phoenix,Blaze,icebox,A Nest to A Site Blaze,https://blitz-cdn-videos.blitz.gg/valorant/guides/(6)phoenix-icebox-atk-anest-anest-blaze.mp4
,,,,
jett,Cloudburst,icebox,B Green to B Site Cloudburst,https://blitz-cdn-videos.blitz.gg/valorant/guides/(6)jett-icebox-both-bsite-bgreen-cloudburst.mp4
,,,,
cypher,Spycam,icebox,B Site Spycam,https://blitz-cdn-videos.blitz.gg/valorant/guides/(6)cypher-icebox-def-bsite-bsite-spycam.mp4
,,,,
phoenix,,icebox,A Nest to A Site Nest Hot Hands,https://blitz-cdn-videos.blitz.gg/valorant/guides/(5)phoenix-icebox-atk-atower-anest-hothands.mp4
,,,,
jett,Updraft,icebox,B Kitchen Updraft,https://blitz-cdn-videos.blitz.gg/valorant/guides/(5)jett-icebox-def-bkitchen-bkitchen-updraft.mp4
,,,,
cypher,Spycam,icebox,B Green to B Site Spycam,https://blitz-cdn-videos.blitz.gg/valorant/guides/(5)cypher-icebox-atk-bsite-bgreen-spycam.mp4
,,,,
phoenix,,icebox,A Nest to A Site Hot Hands,https://blitz-cdn-videos.blitz.gg/valorant/guides/(4)phoenix-icebox-atk-asitedefault-anest-hothands.mp4
,,,,
jett,Cloudburst,icebox,B Green to B Site Cloudburst,https://blitz-cdn-videos.blitz.gg/valorant/guides/(6)jett-icebox-both-bsite-bgreen-cloudburst.mp4
,,,,
cypher,Spycam,icebox,A Site to A Pipes Spycam,https://blitz-cdn-videos.blitz.gg/valorant/guides/cypher-icebox-def-asite-apipes-spycam.mp4
,,,,
phoenix,,icebox,B Site to B Site Hot Hands,https://blitz-cdn-videos.blitz.gg/valorant/guides/(3)phoenix-icebox-both-bsite-bback-hothands.mp4
,,,,
jett,Cloudburst,icebox,B Green to B Yellow Cloudburst,https://blitz-cdn-videos.blitz.gg/valorant/guides/(3)jett-icebox-def-bgreen-byellow-cloudburst.mp4
,,,,
cypher,Spycam,icebox,B Kitchen to Mid Blue Spycam,https://blitz-cdn-videos.blitz.gg/valorant/guides/(3)cypher-icebox-def-bkitchen-midblue-spycam.mp4
,,,,
